co,pm10,o3,so2,pm25,no2,aqi,city_name,date,grade
1.3,52,8,16,36,67,84,杭州,2015-11-21,良
1.5,83,14,14,50,61,77,杭州,2015-11-22,良
1.3,51,13,15,34,47,59,杭州,2015-11-23,良
0.9,43,30,15,28,46,58,杭州,2015-11-24,良
0.7,23,40,9,15,31,39,杭州,2015-11-25,优
0.7,54,75,18,36,24,52,杭州,2015-11-26,良
0.8,84,58,30,55,59,75,杭州,2015-11-27,良
1.1,118,18,21,72,78,98,杭州,2015-11-28,良
1.2,91,14,14,63,72,90,杭州,2015-11-29,良
1.2,106,15,16,64,64,87,杭州,2015-11-30,良
1.4,182,41,32,113,82,148,杭州,2015-12-01,轻度污染
1.1,106,39,13,67,48,90,杭州,2015-12-02,良
0.7,88,71,16,39,40,69,杭州,2015-12-03,良
0.6,79,51,21,34,50,65,杭州,2015-12-04,良
0.9,79,19,19,46,71,89,杭州,2015-12-05,良
1.1,61,29,14,45,58,73,杭州,2015-12-06,良
1.5,134,35,16,90,72,119,杭州,2015-12-07,轻度污染
1.3,128,52,19,84,68,112,杭州,2015-12-08,轻度污染
1.2,95,16,19,63,77,97,杭州,2015-12-09,良
1.0,89,31,12,64,53,87,杭州,2015-12-10,良
1.4,189,32,20,146,55,195,杭州,2015-12-11,中度污染
1.1,144,38,23,104,77,137,杭州,2015-12-12,轻度污染
1.2,127,21,22,89,73,118,杭州,2015-12-13,轻度污染
1.2,139,55,21,105,53,138,杭州,2015-12-14,轻度污染
1.4,208,70,40,157,52,207,杭州,2015-12-15,重度污染
0.8,86,60,27,58,38,79,杭州,2015-12-16,良
0.7,62,58,19,33,38,56,杭州,2015-12-17,良
1.0,124,43,22,71,75,95,杭州,2015-12-18,良
1.2,163,24,22,98,87,129,杭州,2015-12-19,轻度污染
1.3,142,13,11,100,74,132,杭州,2015-12-20,轻度污染
1.4,147,15,24,111,76,145,杭州,2015-12-21,轻度污染
1.9,218,10,22,146,96,195,杭州,2015-12-22,中度污染
1.9,305,30,22,233,85,283,杭州,2015-12-23,重度污染
1.5,138,21,17,92,67,122,杭州,2015-12-24,轻度污染
1.3,106,25,14,86,56,114,杭州,2015-12-25,轻度污染
1.2,60,38,10,38,50,63,杭州,2015-12-26,良
1.2,129,37,24,82,60,109,杭州,2015-12-27,轻度污染
0.8,94,53,21,56,49,77,杭州,2015-12-28,良
1.0,146,63,23,84,71,112,杭州,2015-12-29,轻度污染
1.2,182,58,20,107,84,140,杭州,2015-12-30,轻度污染
1.4,240,78,29,163,72,213,杭州,2015-12-31,重度污染
1.4,210,70,22,141,83,188,杭州,2016-01-01,中度污染
1.5,187,47,19,115,93,150,杭州,2016-01-02,轻度污染
1.6,222,34,24,131,106,173,杭州,2016-01-03,中度污染
1.9,266,10,25,172,119,222,杭州,2016-01-04,重度污染
0.9,73,51,10,45,53,67,杭州,2016-01-05,良
0.8,76,43,17,55,53,75,杭州,2016-01-06,良
1.1,145,20,30,98,69,129,杭州,2016-01-07,轻度污染
1.1,121,40,25,88,56,117,杭州,2016-01-08,轻度污染
1.4,180,61,26,122,75,160,杭州,2016-01-09,中度污染
1.4,180,34,18,130,80,172,杭州,2016-01-10,中度污染
0.8,54,66,10,43,42,60,杭州,2016-01-11,良
0.7,69,55,15,52,41,72,杭州,2016-01-12,良
0.9,106,36,20,78,54,104,杭州,2016-01-13,轻度污染
1.2,160,38,28,109,83,143,杭州,2016-01-14,轻度污染
1.1,152,61,23,104,81,137,杭州,2016-01-15,轻度污染
1.1,159,84,20,102,73,134,杭州,2016-01-16,轻度污染
1.1,86,76,11,65,59,88,杭州,2016-01-17,良
1.5,217,47,21,161,61,211,杭州,2016-01-18,重度污染
1.1,139,72,27,95,57,125,杭州,2016-01-19,轻度污染
0.8,76,52,16,48,62,78,杭州,2016-01-20,良
0.8,49,27,8,38,64,80,杭州,2016-01-21,良
0.9,63,30,11,52,58,73,杭州,2016-01-22,良
0.9,66,74,16,51,22,70,杭州,2016-01-23,良
0.7,63,66,14,28,16,57,杭州,2016-01-24,良
0.7,62,71,8,28,35,56,杭州,2016-01-25,良
0.7,95,53,13,48,61,77,杭州,2016-01-26,良
0.9,120,13,13,69,74,93,杭州,2016-01-27,良
1.1,86,7,9,65,71,89,杭州,2016-01-28,良
0.9,45,48,7,32,50,63,杭州,2016-01-29,良
1.0,81,47,12,57,50,78,杭州,2016-01-30,良
0.9,96,44,14,64,52,87,杭州,2016-01-31,良
1.0,84,58,15,66,34,89,杭州,2016-02-01,良
1.1,113,87,19,85,44,113,杭州,2016-02-02,轻度污染
1.2,147,89,18,103,59,135,杭州,2016-02-03,轻度污染
1.2,168,60,11,123,67,162,杭州,2016-02-04,中度污染
1.1,120,99,13,89,42,118,杭州,2016-02-05,轻度污染
1.1,129,99,22,97,29,128,杭州,2016-02-06,轻度污染
0.7,77,96,14,48,28,67,杭州,2016-02-07,良
0.7,133,104,13,89,27,118,杭州,2016-02-08,轻度污染
0.7,90,108,11,60,30,82,杭州,2016-02-09,良
0.6,56,96,8,37,27,53,杭州,2016-02-10,良
0.7,50,66,8,27,34,50,杭州,2016-02-11,优
0.8,63,76,9,39,33,57,杭州,2016-02-12,良
1.3,69,49,7,48,27,67,杭州,2016-02-13,良
0.6,34,65,8,26,13,38,杭州,2016-02-14,优
0.6,26,84,12,17,13,42,杭州,2016-02-15,优
0.6,42,94,11,26,25,47,杭州,2016-02-16,优
0.8,70,83,15,43,47,60,杭州,2016-02-17,良
0.8,90,84,14,56,58,77,杭州,2016-02-18,良
1.1,156,36,21,99,87,130,杭州,2016-02-19,轻度污染
0.8,147,85,21,69,43,99,杭州,2016-02-20,良
0.8,172,73,19,65,58,111,杭州,2016-02-21,轻度污染
0.7,88,75,8,46,41,69,杭州,2016-02-22,良
0.9,96,69,11,70,39,94,杭州,2016-02-23,良
0.8,114,91,16,71,40,95,杭州,2016-02-24,良
0.7,101,109,20,62,48,84,杭州,2016-02-25,良
0.9,125,78,17,70,67,94,杭州,2016-02-26,良
0.7,86,90,13,45,50,68,杭州,2016-02-27,良
0.7,143,105,14,72,39,97,杭州,2016-02-28,良
0.9,146,119,19,101,38,133,杭州,2016-02-29,轻度污染
0.7,108,112,19,65,46,88,杭州,2016-03-01,良
1.0,167,109,17,100,78,132,杭州,2016-03-02,轻度污染
1.1,182,127,20,107,86,140,杭州,2016-03-03,轻度污染
1.1,166,84,20,98,94,129,杭州,2016-03-04,轻度污染
1.0,149,157,19,80,67,107,杭州,2016-03-05,轻度污染
1.3,285,101,15,167,53,217,杭州,2016-03-06,重度污染
1.3,242,124,16,136,66,180,杭州,2016-03-07,中度污染
0.6,50,63,6,26,37,50,杭州,2016-03-08,优
0.5,40,73,7,20,28,40,杭州,2016-03-09,优
0.6,63,70,14,34,42,57,杭州,2016-03-10,良
0.8,102,96,17,60,64,82,杭州,2016-03-11,良
0.9,129,128,19,78,67,104,杭州,2016-03-12,轻度污染
1.1,192,64,22,124,74,163,杭州,2016-03-13,中度污染
0.9,122,139,18,81,42,108,杭州,2016-03-14,轻度污染
0.7,99,124,18,64,45,87,杭州,2016-03-15,良
0.8,123,136,20,67,72,90,杭州,2016-03-16,良
0.9,150,88,22,82,89,109,杭州,2016-03-17,轻度污染
1.2,215,71,27,118,90,155,杭州,2016-03-18,中度污染
1.4,193,42,29,115,76,150,杭州,2016-03-19,轻度污染
0.5,70,118,10,42,38,65,杭州,2016-03-20,良
0.7,110,127,14,63,44,85,杭州,2016-03-21,良
0.7,103,69,14,57,56,78,杭州,2016-03-22,良
0.5,63,100,10,36,38,57,杭州,2016-03-23,良
0.5,57,89,14,28,37,54,杭州,2016-03-24,良
0.6,79,130,20,40,49,75,杭州,2016-03-25,良
0.5,99,130,14,55,47,75,杭州,2016-03-26,良
0.7,98,134,10,62,45,84,杭州,2016-03-27,良
0.8,104,148,15,58,62,90,杭州,2016-03-28,良
0.8,94,100,16,48,68,85,杭州,2016-03-29,良
0.8,97,71,9,55,60,75,杭州,2016-03-30,良
0.8,77,76,7,52,51,72,杭州,2016-03-31,良
0.9,101,152,11,63,54,94,杭州,2016-04-01,良
1.1,148,66,16,86,88,114,杭州,2016-04-02,轻度污染
1.0,68,54,6,43,52,65,杭州,2016-04-03,良
0.7,78,72,16,45,39,64,杭州,2016-04-04,良
0.7,90,76,19,48,62,78,杭州,2016-04-05,良
1.0,94,42,8,52,67,84,杭州,2016-04-06,良
0.9,45,34,7,24,54,68,杭州,2016-04-07,良
0.8,62,115,9,39,53,67,杭州,2016-04-08,良
0.8,87,137,14,43,54,81,杭州,2016-04-09,良
0.8,121,113,15,61,62,86,杭州,2016-04-10,良
0.6,93,93,10,50,40,72,杭州,2016-04-11,良
0.8,92,119,11,52,52,72,杭州,2016-04-12,良
1.0,130,178,18,70,65,117,杭州,2016-04-13,轻度污染
1.0,157,168,15,90,62,119,杭州,2016-04-14,轻度污染
0.6,64,122,12,36,45,69,杭州,2016-04-15,良
0.8,43,83,6,22,40,50,杭州,2016-04-16,优
0.8,64,157,9,36,33,98,杭州,2016-04-17,良
0.6,69,133,11,36,36,78,杭州,2016-04-18,良
0.7,70,146,13,36,47,89,杭州,2016-04-19,良
0.8,47,89,6,26,50,63,杭州,2016-04-20,良
0.9,43,96,5,21,39,49,杭州,2016-04-21,优
1.1,88,166,9,50,43,106,杭州,2016-04-22,轻度污染
0.6,34,127,4,23,27,73,杭州,2016-04-23,良
0.6,54,114,4,34,33,62,杭州,2016-04-24,良
0.6,71,106,9,40,41,61,杭州,2016-04-25,良
0.8,83,53,8,48,61,77,杭州,2016-04-26,良
0.7,43,91,8,28,36,46,杭州,2016-04-27,优
0.8,83,163,12,46,44,103,杭州,2016-04-28,轻度污染
0.9,112,207,16,62,57,143,杭州,2016-04-29,轻度污染
0.9,120,189,15,66,65,127,杭州,2016-04-30,轻度污染
0.8,93,171,12,54,55,110,杭州,2016-05-01,轻度污染
0.9,63,73,7,39,44,57,杭州,2016-05-02,良
0.6,77,132,7,30,29,77,杭州,2016-05-03,良
0.8,114,177,14,52,55,116,杭州,2016-05-04,轻度污染
0.8,74,86,7,42,49,62,杭州,2016-05-05,良
0.8,64,151,7,42,30,93,杭州,2016-05-06,良
0.7,109,152,5,57,28,94,杭州,2016-05-07,良
0.6,54,96,4,32,39,52,杭州,2016-05-08,良
0.9,72,36,7,45,57,72,杭州,2016-05-09,良
1.0,53,98,7,36,52,65,杭州,2016-05-10,良
0.9,92,175,10,59,46,114,杭州,2016-05-11,轻度污染
0.9,82,184,11,51,53,122,杭州,2016-05-12,轻度污染
0.9,137,111,10,82,41,109,杭州,2016-05-13,轻度污染
0.7,86,147,13,56,41,90,杭州,2016-05-14,良
0.8,53,64,6,31,36,52,杭州,2016-05-15,良
0.6,50,145,8,27,35,88,杭州,2016-05-16,良
0.6,73,190,13,38,50,128,杭州,2016-05-17,轻度污染
0.6,77,168,21,40,48,108,杭州,2016-05-18,轻度污染
0.7,96,189,20,53,46,127,杭州,2016-05-19,轻度污染
0.5,38,105,7,24,26,55,杭州,2016-05-20,良
0.6,33,76,5,23,43,54,杭州,2016-05-21,良
0.6,41,102,6,26,21,52,杭州,2016-05-22,良
0.8,86,91,10,55,45,75,杭州,2016-05-23,良
0.8,70,132,6,44,46,77,杭州,2016-05-24,良
1.0,81,134,7,50,47,79,杭州,2016-05-25,良
1.2,81,63,5,55,47,75,杭州,2016-05-26,良
1.0,84,72,6,58,45,79,杭州,2016-05-27,良
1.0,61,60,6,36,49,62,杭州,2016-05-28,良
1.1,57,78,5,38,37,54,杭州,2016-05-29,良
1.2,126,174,11,84,46,113,杭州,2016-05-30,轻度污染
1.3,121,186,11,78,49,124,杭州,2016-05-31,轻度污染
0.9,52,110,5,32,40,59,杭州,2016-06-01,良
0.7,63,112,12,40,38,60,杭州,2016-06-02,良
0.8,38,60,7,27,48,60,杭州,2016-06-03,良
0.8,37,112,6,25,26,60,杭州,2016-06-04,良
0.8,71,202,13,47,33,139,杭州,2016-06-05,轻度污染
0.8,83,217,12,53,37,152,杭州,2016-06-06,中度污染
0.8,118,164,8,77,36,104,杭州,2016-06-07,轻度污染
0.8,104,168,8,68,41,108,杭州,2016-06-08,轻度污染
0.6,62,128,8,40,28,74,杭州,2016-06-09,良
0.6,64,152,9,40,29,94,杭州,2016-06-10,良
0.8,79,103,8,49,48,68,杭州,2016-06-11,良
0.6,38,65,6,22,36,45,杭州,2016-06-12,优
0.6,50,171,9,33,33,110,杭州,2016-06-13,轻度污染
0.8,69,183,9,44,42,121,杭州,2016-06-14,轻度污染
0.8,57,117,7,36,37,65,杭州,2016-06-15,良
0.8,66,93,7,39,29,58,杭州,2016-06-16,良
0.7,63,174,8,38,28,113,杭州,2016-06-17,轻度污染
0.7,38,100,8,22,32,50,杭州,2016-06-18,优
0.7,36,52,7,16,33,42,杭州,2016-06-19,优
0.8,37,29,6,19,37,47,杭州,2016-06-20,优
0.8,59,126,8,31,38,72,杭州,2016-06-21,良
0.8,69,96,9,39,43,60,杭州,2016-06-22,良
0.9,83,151,8,47,47,93,杭州,2016-06-23,良
0.7,59,117,9,34,32,65,杭州,2016-06-24,良
0.7,44,106,6,29,34,55,杭州,2016-06-25,良
0.7,34,95,7,24,35,48,杭州,2016-06-26,优
0.8,36,78,7,23,37,47,杭州,2016-06-27,优
1.0,75,95,12,44,51,64,杭州,2016-06-28,良
0.6,20,45,6,10,27,34,杭州,2016-06-29,优
0.6,33,87,8,17,21,44,杭州,2016-06-30,优
0.6,39,69,7,20,29,39,杭州,2016-07-01,优
0.7,58,114,9,33,36,62,杭州,2016-07-02,良
0.9,51,48,7,31,39,51,杭州,2016-07-03,良
0.8,52,132,7,28,35,77,杭州,2016-07-04,良
0.6,40,124,7,20,31,70,杭州,2016-07-05,良
0.7,64,138,9,38,33,82,杭州,2016-07-06,良
0.6,50,118,9,27,29,65,杭州,2016-07-07,良
0.5,26,56,7,11,17,28,杭州,2016-07-08,优
0.5,25,46,6,12,17,25,杭州,2016-07-09,优
0.6,41,63,8,22,24,41,杭州,2016-07-10,优
0.8,55,85,8,33,37,53,杭州,2016-07-11,良
0.8,47,144,6,30,30,87,杭州,2016-07-12,良
0.7,49,124,7,30,32,70,杭州,2016-07-13,良
0.7,50,69,7,26,39,50,杭州,2016-07-14,优
0.6,45,103,8,23,27,53,杭州,2016-07-15,良
0.9,52,60,7,32,36,51,杭州,2016-07-16,良
0.9,71,148,9,38,33,90,杭州,2016-07-17,良
0.8,56,154,8,32,35,95,杭州,2016-07-18,良
0.7,44,116,8,26,32,64,杭州,2016-07-19,良
0.7,45,112,8,25,31,60,杭州,2016-07-20,良
0.7,42,129,8,21,33,75,杭州,2016-07-21,良
0.7,47,138,9,27,34,82,杭州,2016-07-22,良
0.8,62,168,10,36,36,108,杭州,2016-07-23,轻度污染
0.8,73,196,10,46,32,133,杭州,2016-07-24,轻度污染
0.8,84,238,12,54,36,173,杭州,2016-07-25,中度污染
0.8,80,187,11,52,42,125,杭州,2016-07-26,轻度污染
0.7,68,157,8,41,35,98,杭州,2016-07-27,良
0.8,82,190,8,52,33,128,杭州,2016-07-28,轻度污染
0.8,76,209,10,50,32,145,杭州,2016-07-29,轻度污染
0.8,77,211,11,51,31,147,杭州,2016-07-30,轻度污染
0.6,43,143,10,24,18,86,杭州,2016-07-31,良
0.6,34,132,10,16,19,77,杭州,2016-08-01,良
0.6,28,107,7,14,16,56,杭州,2016-08-02,良
0.6,19,111,6,14,18,60,杭州,2016-08-03,良
0.6,23,117,7,13,18,65,杭州,2016-08-04,良
0.8,52,180,7,34,26,119,杭州,2016-08-05,轻度污染
0.8,56,115,9,37,32,63,杭州,2016-08-06,良
0.6,33,117,9,19,21,65,杭州,2016-08-07,良
0.5,30,107,12,14,20,56,杭州,2016-08-08,良
0.5,21,43,7,9,18,23,杭州,2016-08-09,优
0.5,29,118,8,16,20,65,杭州,2016-08-10,良
0.5,34,79,10,19,17,40,杭州,2016-08-11,优
0.6,32,118,8,18,19,65,杭州,2016-08-12,良
0.6,33,117,9,18,22,65,杭州,2016-08-13,良
0.5,38,150,9,22,18,92,杭州,2016-08-14,良
0.6,50,201,8,32,25,138,杭州,2016-08-15,轻度污染
0.6,47,185,9,30,22,123,杭州,2016-08-16,轻度污染
0.6,48,167,9,32,22,107,杭州,2016-08-17,轻度污染
0.6,40,150,10,25,24,92,杭州,2016-08-18,良
0.6,47,170,8,30,28,110,杭州,2016-08-19,轻度污染
0.8,59,198,8,41,25,135,杭州,2016-08-20,轻度污染
1.0,64,164,8,46,22,104,杭州,2016-08-21,轻度污染
0.6,36,133,8,23,19,78,杭州,2016-08-22,良
0.6,52,174,9,36,20,113,杭州,2016-08-23,轻度污染
0.6,40,204,9,25,18,140,杭州,2016-08-24,轻度污染
0.6,41,208,8,26,19,144,杭州,2016-08-25,轻度污染
0.6,47,154,7,32,17,95,杭州,2016-08-26,良
0.6,39,161,9,19,15,101,杭州,2016-08-27,轻度污染
0.7,40,173,12,22,17,112,杭州,2016-08-28,轻度污染
0.7,50,190,12,31,18,128,杭州,2016-08-29,轻度污染
0.6,42,185,12,27,18,123,杭州,2016-08-30,轻度污染
0.7,52,182,9,35,20,120,杭州,2016-08-31,轻度污染
0.7,64,148,10,47,12,90,杭州,2016-09-01,良
0.6,53,162,7,42,17,102,杭州,2016-09-02,轻度污染
0.7,59,159,9,41,18,100,杭州,2016-09-03,良
0.7,55,127,7,35,12,73,杭州,2016-09-04,良
0.6,28,101,7,18,11,51,杭州,2016-09-05,良
0.7,48,90,8,34,19,49,杭州,2016-09-06,优
0.8,42,76,7,32,27,46,杭州,2016-09-07,优
0.9,58,162,8,42,34,102,杭州,2016-09-08,轻度污染
1.0,77,205,12,57,47,141,杭州,2016-09-09,轻度污染
0.9,86,123,15,61,53,83,杭州,2016-09-10,良
0.7,42,98,10,29,38,49,杭州,2016-09-11,优
0.8,64,181,13,47,37,120,杭州,2016-09-12,轻度污染
0.7,51,126,12,36,37,72,杭州,2016-09-13,良
0.7,31,65,9,24,40,50,杭州,2016-09-14,优
0.6,21,25,8,12,27,34,杭州,2016-09-15,优
0.6,15,39,8,9,21,27,杭州,2016-09-16,优
0.6,25,90,9,13,21,45,杭州,2016-09-17,优
0.8,58,151,11,35,22,93,杭州,2016-09-18,良
0.7,46,118,10,25,23,65,杭州,2016-09-19,良
0.6,48,142,13,24,32,85,杭州,2016-09-20,良
0.8,84,129,15,48,49,75,杭州,2016-09-21,良
0.7,62,160,13,40,40,100,杭州,2016-09-22,良
0.6,61,160,13,39,38,100,杭州,2016-09-23,良
0.7,72,184,15,47,42,122,杭州,2016-09-24,轻度污染
0.7,78,190,13,53,41,128,杭州,2016-09-25,轻度污染
0.6,58,152,14,39,34,94,杭州,2016-09-26,良
0.5,37,42,9,22,25,37,杭州,2016-09-27,优
0.5,27,38,7,13,24,30,杭州,2016-09-28,优
0.6,18,49,6,13,31,39,杭州,2016-09-29,优
0.8,34,55,8,21,33,42,杭州,2016-09-30,优
1.1,98,79,14,62,55,84,杭州,2016-10-01,良
1.0,74,103,13,41,30,62,杭州,2016-10-02,良
0.9,38,68,10,24,25,38,杭州,2016-10-03,优
0.7,48,77,12,27,31,48,杭州,2016-10-04,优
0.8,62,95,13,40,35,57,杭州,2016-10-05,良
0.7,56,124,11,33,27,70,杭州,2016-10-06,良
0.7,44,42,11,25,47,59,杭州,2016-10-07,良
0.8,39,85,11,22,31,43,杭州,2016-10-08,优
0.6,42,90,13,18,31,45,杭州,2016-10-09,优
0.6,42,91,13,18,37,47,杭州,2016-10-10,优
0.6,46,109,16,23,46,58,杭州,2016-10-11,良
0.7,60,75,19,32,54,68,杭州,2016-10-12,良
0.8,79,70,18,41,60,75,杭州,2016-10-13,良
0.8,68,29,14,36,69,87,杭州,2016-10-14,良
0.9,61,24,9,34,62,78,杭州,2016-10-15,良
0.9,69,84,11,42,42,60,杭州,2016-10-16,良
1.2,96,31,16,59,54,80,杭州,2016-10-17,良
0.8,68,82,12,39,50,63,杭州,2016-10-18,良
0.6,50,65,7,34,43,54,杭州,2016-10-19,良
0.6,39,67,6,26,41,52,杭州,2016-10-20,良
0.6,31,64,6,20,44,55,杭州,2016-10-21,良
0.6,15,33,7,11,36,45,杭州,2016-10-22,优
0.7,42,56,9,27,33,42,杭州,2016-10-23,优
0.8,67,92,11,40,50,63,杭州,2016-10-24,良
1.1,59,20,12,35,50,63,杭州,2016-10-25,良
1.4,62,49,10,41,61,77,杭州,2016-10-26,良
0.7,42,40,9,27,53,67,杭州,2016-10-27,良
0.8,36,42,8,21,40,50,杭州,2016-10-28,优
0.7,37,46,11,22,42,53,杭州,2016-10-29,良
0.8,56,60,15,32,51,64,杭州,2016-10-30,良
0.7,60,32,11,38,52,65,杭州,2016-10-31,良
0.6,34,50,12,18,39,49,杭州,2016-11-01,优
0.7,68,49,17,36,64,80,杭州,2016-11-02,良
0.9,115,105,15,72,59,97,杭州,2016-11-03,良
1.0,104,102,11,69,64,93,杭州,2016-11-04,良
1.1,94,87,12,58,61,79,杭州,2016-11-05,良
1.1,124,116,16,80,58,107,杭州,2016-11-06,轻度污染
0.9,97,21,11,61,60,83,杭州,2016-11-07,良
0.6,32,68,9,18,28,35,杭州,2016-11-08,优
0.5,46,45,14,25,43,54,杭州,2016-11-09,良
0.6,40,32,10,22,42,53,杭州,2016-11-10,良
0.8,72,55,12,40,51,64,杭州,2016-11-11,良
1.0,87,43,12,44,59,74,杭州,2016-11-12,良
1.2,95,18,11,53,67,84,杭州,2016-11-13,良
1.4,124,19,13,88,74,117,杭州,2016-11-14,轻度污染
1.2,119,62,16,79,51,105,杭州,2016-11-15,轻度污染
0.6,61,50,14,30,55,69,杭州,2016-11-16,良
1.0,113,8,10,70,65,94,杭州,2016-11-17,良
1.2,119,65,11,71,65,95,杭州,2016-11-18,良
1.5,167,37,14,106,79,139,杭州,2016-11-19,轻度污染
1.3,74,33,12,48,52,67,杭州,2016-11-20,良
1.2,60,43,9,34,48,60,杭州,2016-11-21,良
0.7,30,44,8,18,32,40,杭州,2016-11-22,优
0.7,21,34,8,13,36,45,杭州,2016-11-23,优
0.8,60,54,13,45,44,63,杭州,2016-11-24,良
1.2,106,11,18,76,72,102,杭州,2016-11-25,轻度污染
1.2,37,21,9,28,57,72,杭州,2016-11-26,良
1.1,90,74,17,50,53,70,杭州,2016-11-27,良
1.3,170,76,25,91,69,120,杭州,2016-11-28,轻度污染
0.9,98,19,16,50,75,94,杭州,2016-11-29,良
0.9,102,41,14,56,64,80,杭州,2016-11-30,良
1.2,168,96,23,98,65,129,杭州,2016-12-01,轻度污染
1.1,137,70,17,81,74,108,杭州,2016-12-02,轻度污染
1.0,119,44,13,69,77,97,杭州,2016-12-03,良
1.3,137,43,11,88,75,117,杭州,2016-12-04,轻度污染
1.2,129,46,10,79,56,105,杭州,2016-12-05,轻度污染
1.0,142,53,14,87,52,115,杭州,2016-12-06,轻度污染
1.2,141,59,13,86,74,114,杭州,2016-12-07,轻度污染
1.3,154,72,13,95,84,125,杭州,2016-12-08,轻度污染
1.3,178,75,20,116,68,152,杭州,2016-12-09,中度污染
0.7,53,44,14,28,56,70,杭州,2016-12-10,良
0.6,56,70,14,28,46,58,杭州,2016-12-11,良
0.9,106,54,15,60,69,87,杭州,2016-12-12,良
1.5,128,24,18,84,71,112,杭州,2016-12-13,轻度污染
0.7,44,38,10,29,34,44,杭州,2016-12-14,优
0.9,76,69,20,49,45,68,杭州,2016-12-15,良
1.2,139,73,20,96,67,127,杭州,2016-12-16,轻度污染
1.2,138,60,16,94,76,124,杭州,2016-12-17,轻度污染
1.4,118,13,15,68,79,99,杭州,2016-12-18,良
1.5,173,20,19,100,93,132,杭州,2016-12-19,轻度污染
1.3,109,6,11,75,79,100,杭州,2016-12-20,良
1.2,45,17,10,30,56,70,杭州,2016-12-21,良
1.4,84,70,12,64,44,87,杭州,2016-12-22,良
1.2,101,76,18,66,56,89,杭州,2016-12-23,良
1.0,85,58,17,57,51,78,杭州,2016-12-24,良
0.9,67,14,12,43,58,73,杭州,2016-12-25,良
1.0,30,9,8,18,44,55,杭州,2016-12-26,良
0.9,43,57,12,32,37,47,杭州,2016-12-27,优
0.8,64,52,13,39,51,64,杭州,2016-12-28,良
1.1,110,73,20,72,59,97,杭州,2016-12-29,良
1.3,144,54,18,100,73,132,杭州,2016-12-30,轻度污染
1.5,181,46,17,120,84,158,杭州,2016-12-31,中度污染
1.7,216,45,20,147,95,196,杭州,2017-01-01,中度污染
1.7,227,33,28,160,91,210,杭州,2017-01-02,重度污染
1.3,179,47,22,129,82,170,杭州,2017-01-03,中度污染
1.3,192,8,19,130,86,172,杭州,2017-01-04,中度污染
1.0,90,32,11,57,60,78,杭州,2017-01-05,良
0.9,33,33,9,25,50,63,杭州,2017-01-06,良
1.2,31,8,10,25,50,63,杭州,2017-01-07,良
1.1,50,59,9,40,30,57,杭州,2017-01-08,良
1.2,95,68,20,75,38,100,杭州,2017-01-09,良
1.4,143,28,23,113,62,148,杭州,2017-01-10,轻度污染
1.0,76,36,14,59,57,80,杭州,2017-01-11,良
1.0,44,12,9,35,58,73,杭州,2017-01-12,良
1.2,75,64,15,53,53,73,杭州,2017-01-13,良
1.2,95,72,19,62,55,84,杭州,2017-01-14,良
0.7,42,53,13,24,46,58,杭州,2017-01-15,良
0.8,65,59,12,40,56,70,杭州,2017-01-16,良
1.1,99,8,13,64,70,88,杭州,2017-01-17,良
1.0,59,41,10,46,56,70,杭州,2017-01-18,良
1.0,86,37,11,70,47,94,杭州,2017-01-19,良
0.8,72,68,15,46,33,64,杭州,2017-01-20,良
0.9,73,59,13,39,56,70,杭州,2017-01-21,良
1.1,102,66,19,64,54,87,杭州,2017-01-22,良
1.1,74,73,18,48,52,67,杭州,2017-01-23,良
0.7,48,88,14,32,27,48,杭州,2017-01-24,优
0.8,68,79,12,49,35,68,杭州,2017-01-25,良
0.8,71,78,9,54,31,74,杭州,2017-01-26,良
1.1,122,75,11,94,28,124,杭州,2017-01-27,轻度污染
0.7,89,80,10,56,26,77,杭州,2017-01-28,良
0.9,94,75,10,72,26,97,杭州,2017-01-29,良
0.8,49,73,8,35,17,50,杭州,2017-01-30,优
0.5,31,76,9,19,15,38,杭州,2017-01-31,优
0.7,55,67,9,41,17,58,杭州,2017-02-01,良
0.8,60,86,11,45,18,63,杭州,2017-02-02,良
0.8,59,43,10,39,39,55,杭州,2017-02-03,良
1.0,87,19,10,69,43,93,杭州,2017-02-04,良
1.3,88,53,11,74,40,99,杭州,2017-02-05,良
1.2,110,104,13,86,38,114,杭州,2017-02-06,轻度污染
0.5,30,74,10,16,27,37,杭州,2017-02-07,优
0.7,32,48,8,24,30,38,杭州,2017-02-08,优
0.9,77,94,13,66,25,89,杭州,2017-02-09,良
0.8,73,90,17,54,27,74,杭州,2017-02-10,良
0.7,55,85,15,36,44,55,杭州,2017-02-11,良
0.8,81,90,17,57,56,78,杭州,2017-02-12,良
1.0,112,82,16,81,77,108,杭州,2017-02-13,轻度污染
0.9,117,123,18,82,67,109,杭州,2017-02-14,轻度污染
0.9,112,116,16,80,78,107,杭州,2017-02-15,轻度污染
1.0,87,77,13,58,79,99,杭州,2017-02-16,良
0.9,129,34,11,88,59,117,杭州,2017-02-17,轻度污染
0.7,80,50,12,49,55,69,杭州,2017-02-18,良
1.0,90,91,10,60,46,82,杭州,2017-02-19,良
0.9,94,53,10,60,46,82,杭州,2017-02-20,良
0.7,70,69,11,35,42,60,杭州,2017-02-21,良
0.9,56,40,9,37,41,53,杭州,2017-02-22,良
1.0,100,66,16,80,36,107,杭州,2017-02-23,轻度污染
1.0,126,93,21,97,63,128,杭州,2017-02-24,轻度污染
1.2,161,119,19,123,76,162,杭州,2017-02-25,中度污染
